Player,Pos,Age,Tm,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,ORtg,DRtg
Josh Richardson\richajo01,SG,26,PHI,55,53,8.0,18.5,.430,2.4,7.1,.341,5.5,11.4,.486,3.3,4.0,.809,1.2,3.8,5.0,4.6,1.5,1.0,3.0,21.6,104,111
Austin Rivers\riverau01,SG,27,HOU,68,4,6.1,14.5,.421,2.8,7.8,.356,3.3,6.7,.498,2.3,3.2,.703,0.8,4.3,5.1,3.3,1.4,0.3,1.5,17.3,110,113
Andre Roberson\roberan03,SF,28,OKC,7,0,4.5,16.2,.276,1.7,7.8,.214,2.8,8.4,.333,0.6,1.1,.500,3.9,11.2,15.1,2.2,0.6,1.7,1.1,11.2,84,108
Duncan Robinson\robindu01,SG,25,MIA,73,68,7.3,15.5,.470,6.1,13.7,.446,1.2,1.8,.654,1.5,1.6,.931,0.2,5.0,5.2,2.3,0.8,0.4,1.6,22.2,122,113
Glenn Robinson III\robingl02,SF,26,TOT,62,52,7.7,15.9,.486,2.1,5.3,.391,5.7,10.6,.534,2.0,2.3,.860,2.2,5.1,7.2,2.6,1.4,0.4,1.5,19.5,114,115
Glenn Robinson III\robingl02,SF,26,GSW,48,48,7.7,16.0,.481,2.1,5.4,.400,5.6,10.6,.522,2.0,2.3,.851,2.1,5.1,7.1,2.7,1.4,0.4,1.6,19.5,112,116
Glenn Robinson III\robingl02,SF,26,PHI,14,4,7.9,15.3,.518,1.6,4.8,.333,6.3,10.4,.603,2.0,2.2,.917,2.7,5.2,7.9,2.0,1.6,0.4,0.9,19.4,124,111
Jerome Robinson\robinje01,SG,22,TOT,63,6,5.5,14.9,.371,2.4,7.3,.320,3.2,7.5,.420,1.9,2.7,.702,0.6,5.6,6.2,4.2,1.3,0.8,2.4,15.3,96,113
Jerome Robinson\robinje01,SG,22,LAC,42,1,4.6,13.5,.338,1.9,6.7,.284,2.7,6.9,.391,1.1,1.9,.579,0.5,5.5,6.0,4.6,1.3,0.8,2.6,12.1,87,109
Jerome Robinson\robinje01,SG,22,WAS,21,5,6.4,16.2,.397,2.8,8.0,.349,3.6,8.2,.443,2.7,3.5,.763,0.7,5.7,6.4,3.8,1.4,0.8,2.1,18.3,103,116
Justin Robinson\robinju01,PG,22,WAS,9,0,4.8,11.4,.417,2.9,4.8,.600,1.9,6.7,.286,0.0,0.0,,1.0,3.8,4.8,6.7,0.0,1.0,2.9,12.4,105,120
Mitchell Robinson\robinmi01,C,21,NYK,61,7,8.7,11.8,.742,0.0,0.0,,8.7,11.8,.742,2.9,5.1,.568,6.4,8.3,14.8,1.2,1.8,4.1,1.3,20.3,144,107
Isaiah Roby\robyis01,PF,21,OKC,3,0,0.0,4.4,.000,0.0,0.0,,0.0,4.4,.000,0.0,0.0,,0.0,8.8,8.8,0.0,0.0,0.0,4.4,0.0,0,113
Rajon Rondo\rondora01,PG,33,LAL,48,3,6.6,15.8,.418,2.0,6.0,.328,4.6,9.8,.473,1.3,2.0,.659,1.1,5.8,6.9,11.6,1.9,0.1,4.4,16.5,103,108
Derrick Rose\rosede01,PG,31,DET,50,15,14.0,28.5,.490,1.7,5.6,.306,12.3,23.0,.535,4.6,5.3,.871,1.0,3.6,4.6,10.5,1.5,0.6,4.8,34.3,109,115
Terrence Ross\rosste01,SG,28,ORL,69,0,8.8,21.8,.403,4.6,13.0,.351,4.2,8.8,.480,4.0,4.7,.853,0.3,5.4,5.7,2.1,2.0,0.6,1.8,26.2,106,110
Terry Rozier\roziete01,PG,25,CHO,63,63,9.2,21.8,.423,4.0,9.8,.407,5.2,12.0,.436,3.8,4.4,.874,1.2,5.2,6.4,6.0,1.4,0.2,3.3,26.3,108,115
Ricky Rubio\rubiori01,PG,29,PHO,65,65,6.7,16.3,.415,1.8,5.1,.361,4.9,11.2,.439,4.6,5.3,.863,1.1,6.1,7.1,13.4,2.2,0.3,4.1,19.9,113,111
D'Angelo Russell\russeda01,PG,23,TOT,45,45,11.8,27.7,.426,5.2,14.1,.367,6.6,13.6,.487,5.3,6.5,.809,0.6,5.2,5.8,9.3,1.6,0.4,4.8,34.0,106,115
D'Angelo Russell\russeda01,PG,23,GSW,33,33,12.3,28.7,.430,5.4,14.5,.374,6.9,14.2,.487,5.1,6.5,.785,0.6,4.9,5.5,9.3,1.4,0.4,4.6,35.2,106,116
D'Angelo Russell\russeda01,PG,23,MIN,12,12,10.3,25.0,.412,4.5,13.0,.345,5.8,12.0,.485,5.7,6.5,.873,0.4,6.2,6.5,9.4,2.0,0.5,5.4,30.8,105,113
Domantas Sabonis\sabondo01,PF,23,IND,62,62,10.3,19.1,.540,0.4,1.5,.254,9.9,17.6,.565,4.8,6.7,.723,4.2,13.1,17.3,7.0,1.1,0.7,3.8,25.8,115,106
Luka Šamanić\samanlu01,PF,20,SAS,3,1,5.0,15.9,.313,3.0,8.0,.375,2.0,8.0,.250,3.0,4.0,.750,1.0,9.0,10.0,6.0,0.0,2.0,2.0,15.9,98,115
JaKarr Sampson\sampsja02,PF,26,IND,34,12,7.0,11.8,.591,0.2,1.3,.154,6.8,10.5,.647,1.9,2.8,.667,2.1,7.0,9.1,2.2,1.6,1.2,1.5,16.1,118,108
Dario Šarić\saricda01,PF,25,PHO,66,51,7.4,15.6,.476,2.4,6.8,.357,5.0,8.8,.568,3.1,3.7,.844,2.9,8.9,11.8,3.6,1.1,0.5,2.6,20.4,114,112
Tomáš Satoranský\satorto01,SG,28,CHI,65,64,6.1,14.1,.430,1.6,5.1,.322,4.4,9.0,.491,2.7,3.1,.876,1.9,4.6,6.5,9.1,2.1,0.2,3.3,16.5,111,112
Admiral Schofield\schofad01,PF,22,WAS,33,2,4.4,11.7,.380,2.4,7.7,.311,2.0,3.9,.516,1.3,1.9,.667,0.9,5.1,6.0,1.9,1.0,0.5,0.9,12.6,104,118
Dennis Schröder\schrode01,PG,26,OKC,65,2,11.0,23.5,.469,3.0,7.9,.385,8.0,15.6,.513,4.8,5.7,.839,0.5,5.3,5.7,6.4,1.1,0.3,4.0,29.9,108,112
Mike Scott\scottmi01,PF,31,PHI,68,11,6.0,14.1,.426,3.2,8.7,.369,2.8,5.3,.519,1.2,1.5,.811,2.6,7.3,10.0,2.2,0.8,0.2,1.0,16.4,117,112
Thabo Sefolosha\sefolth01,PF,35,HOU,41,0,3.9,9.7,.407,1.6,5.7,.278,2.3,3.9,.595,0.3,0.8,.375,2.2,7.6,9.9,2.7,2.5,1.3,1.6,9.8,103,107
Collin Sexton\sextoco01,PG,21,CLE,65,65,11.6,24.7,.472,2.2,5.8,.380,9.4,18.9,.501,5.1,6.1,.846,1.4,3.2,4.6,4.4,1.5,0.2,3.6,30.6,108,118
Landry Shamet\shamela01,SG,22,LAC,53,30,5.1,12.7,.404,3.6,9.6,.375,1.5,3.1,.495,2.1,2.5,.855,0.2,3.1,3.3,3.2,0.7,0.3,1.4,16.0,115,113
Marial Shayok\shayoma01,SG,24,PHI,4,0,5.2,20.8,.250,3.5,10.4,.333,1.7,10.4,.167,5.2,6.9,.750,1.7,10.4,12.1,1.7,0.0,1.7,5.2,19.0,75,110
Iman Shumpert\shumpim01,SF,29,BRK,13,0,4.1,12.6,.328,1.6,6.5,.242,2.6,6.1,.419,0.8,1.4,.571,1.8,4.9,6.7,2.4,2.4,0.4,2.0,10.6,85,109
Pascal Siakam\siakapa01,PF,25,TOR,60,60,11.3,24.9,.453,3.0,8.2,.359,8.3,16.7,.499,5.4,6.8,.792,1.4,8.5,9.9,4.7,1.4,1.2,3.3,30.9,107,105
Chris Silva\silvach01,PF,23,MIA,44,0,6.8,11.0,.615,0.0,0.4,.000,6.8,10.6,.640,5.2,7.8,.673,8.5,9.3,17.8,3.2,1.3,3.0,4.5,18.8,120,106
Ben Simmons\simmobe01,PG,23,PHI,57,57,9.0,15.5,.580,0.0,0.2,.286,9.0,15.4,.583,4.4,7.2,.621,2.7,8.0,10.7,10.9,2.9,0.8,4.8,22.5,116,106
Anfernee Simons\simonan01,SG,20,POR,70,4,7.0,17.6,.399,2.5,7.4,.332,4.6,10.2,.448,2.5,3.0,.826,0.8,4.2,5.0,3.2,0.9,0.3,2.0,19.0,102,119
Alen Smailagić\smailal01,C,19,GSW,14,0,6.9,13.8,.500,1.0,4.5,.231,5.9,9.3,.630,5.5,6.5,.842,3.4,5.9,9.3,4.5,1.0,1.4,3.8,20.3,112,115
Marcus Smart\smartma01,SG,25,BOS,60,40,6.4,17.2,.375,3.4,9.9,.347,3.0,7.2,.415,3.2,3.8,.836,1.1,4.6,5.7,7.3,2.5,0.7,2.6,19.5,110,107
Dennis Smith Jr.\smithde03,PG,22,NYK,34,3,6.5,19.1,.341,1.5,4.9,.296,5.1,14.2,.357,2.4,4.8,.509,1.9,5.2,7.1,8.9,2.5,0.7,5.3,17.0,84,112
Ish Smith\smithis01,PG,31,WAS,68,23,8.1,18.0,.447,1.6,4.4,.367,6.4,13.6,.473,1.6,2.2,.721,0.8,4.9,5.7,8.7,1.5,0.8,2.5,19.4,108,117
J.R. Smith\smithjr01,SG,34,LAL,6,0,4.2,13.2,.318,0.6,6.6,.091,3.6,6.6,.545,1.2,1.2,1.000,0.0,3.0,3.0,1.8,0.6,0.0,2.4,10.2,72,113
Zhaire Smith\smithzh01,SF,20,PHI,7,0,4.5,16.7,.273,0.0,4.5,.000,4.5,12.1,.375,3.0,6.1,.500,0.0,3.0,3.0,3.0,4.5,0.0,3.0,12.1,65,106
Tony Snell\snellto01,SF,28,DET,59,57,5.1,11.5,.445,3.1,7.6,.402,2.0,3.8,.531,1.0,1.0,1.000,0.3,3.1,3.3,3.8,1.0,0.4,0.9,14.2,121,117
Omari Spellman\spellom01,C,22,GSW,49,3,6.9,15.9,.431,2.3,5.9,.391,4.5,10.0,.454,3.9,5.0,.793,4.2,7.7,11.8,2.5,1.8,1.3,2.9,20.0,107,112
Max Strus\strusma01,SF,23,CHI,2,0,16.1,24.1,.667,0.0,8.0,.000,16.1,16.1,1.000,8.0,8.0,1.000,8.0,0.0,8.0,0.0,0.0,0.0,0.0,40.1,153,119
Edmond Sumner\sumneed01,SG,24,IND,31,3,6.6,15.4,.430,1.5,5.8,.264,5.1,9.7,.528,1.7,3.1,.552,1.2,3.8,5.0,6.0,1.6,1.0,2.4,16.5,100,110
Caleb Swanigan\swanica01,PF-C,22,TOT,27,1,4.6,7.8,.596,0.0,0.3,.000,4.6,7.5,.622,1.5,2.8,.529,4.5,12.1,16.6,5.1,0.5,1.2,6.1,10.8,95,113
Caleb Swanigan\swanica01,C,22,SAC,7,0,4.2,8.4,.500,0.0,0.0,,4.2,8.4,.500,2.1,4.2,.500,4.2,10.5,14.8,4.2,2.1,4.2,12.7,10.5,61,104
Caleb Swanigan\swanica01,PF,22,POR,20,1,4.7,7.7,.605,0.0,0.4,.000,4.7,7.4,.634,1.4,2.7,.533,4.5,12.2,16.7,5.2,0.4,0.9,5.6,10.8,99,114
Jayson Tatum\tatumja01,PF,21,BOS,66,66,11.8,26.1,.450,4.0,10.0,.403,7.7,16.1,.480,5.4,6.7,.812,1.4,8.4,9.8,4.3,2.0,1.2,3.3,33.0,111,106
Jeff Teague\teaguje01,PG,31,TOT,59,17,6.8,15.5,.436,1.4,3.7,.368,5.4,11.8,.457,5.5,6.3,.873,0.9,3.7,4.5,9.8,1.4,0.6,3.7,20.4,112,116
Jeff Teague\teaguje01,PG,31,MIN,34,13,7.1,15.9,.448,1.6,4.3,.379,5.5,11.6,.473,6.1,7.1,.868,0.7,3.6,4.3,10.2,1.2,0.6,3.7,22.0,116,116
Jeff Teague\teaguje01,PG,31,ATL,25,4,6.1,14.8,.412,0.9,2.7,.333,5.2,12.1,.430,4.2,4.8,.887,1.1,3.8,4.8,9.0,1.7,0.5,3.6,17.3,105,117
Garrett Temple\templga01,SG,33,BRK,62,35,6.1,16.1,.378,3.5,10.6,.329,2.6,5.5,.473,1.9,2.4,.805,0.8,5.2,6.0,4.3,1.3,0.8,1.7,17.5,106,111
Daniel Theis\theisda01,C,27,BOS,65,64,7.4,13.1,.566,1.0,3.0,.333,6.4,10.2,.633,2.7,3.5,.763,4.3,8.8,13.1,3.4,1.1,2.6,1.7,18.5,130,105
Isaiah Thomas\thomais02,PG,30,WAS,40,37,8.8,21.5,.408,3.9,9.6,.413,4.9,12.0,.405,3.1,3.8,.816,0.6,2.9,3.4,7.4,0.7,0.3,3.9,24.7,103,120
Khyri Thomas\thomakh01,SG,23,DET,8,0,4.0,13.7,.294,4.0,11.3,.357,0.0,2.4,.000,1.6,3.2,.500,0.8,0.0,0.8,2.4,2.4,0.0,2.4,13.7,88,116
Lance Thomas\thomala01,PF,31,BRK,7,4,3.9,11.1,.348,1.9,6.3,.308,1.9,4.8,.400,1.9,1.9,1.000,1.0,5.3,6.3,2.9,0.0,0.0,2.9,11.6,91,115
Matt Thomas\thomama02,SG,25,TOR,41,1,7.9,16.2,.487,5.1,10.7,.475,2.8,5.5,.510,1.0,1.3,.750,1.0,5.6,6.6,2.4,1.1,0.1,1.7,21.8,119,109
Tristan Thompson\thomptr01,PF,28,CLE,57,51,8.1,15.9,.512,0.3,0.7,.391,7.9,15.2,.518,2.8,4.6,.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,19.3,112,114
Sindarius Thornwell\thornsi01,SF,25,NOP,2,0,7.9,14.5,.545,2.6,5.3,.500,5.3,9.3,.571,2.6,5.3,.500,0.0,5.3,5.3,5.3,1.3,1.3,2.6,21.2,115,113
Matisse Thybulle\thybuma01,SG,22,PHI,65,14,4.2,10.0,.423,2.1,5.9,.357,2.1,4.1,.519,0.9,1.5,.610,1.7,2.4,4.0,3.0,3.5,1.8,1.9,11.5,105,106
Anthony Tolliver\tollian01,PF,34,TOT,55,13,3.5,9.9,.357,2.7,7.9,.338,0.9,2.0,.432,1.1,1.6,.724,1.9,6.5,8.4,2.3,1.0,0.6,1.9,10.9,103,115
Anthony Tolliver\tollian01,PF,34,POR,33,9,3.7,10.1,.368,2.6,7.7,.337,1.1,2.4,.464,1.1,1.6,.684,2.3,7.1,9.5,2.5,0.7,0.8,1.8,11.1,106,117
Anthony Tolliver\tollian01,PF,34,SAC,9,0,1.8,10.1,.176,1.2,8.9,.133,0.6,1.2,.500,0.6,1.2,.500,1.2,5.3,6.5,1.8,2.4,0.6,2.4,5.3,57,112
Anthony Tolliver\tollian01,PF,34,MEM,13,4,3.8,9.5,.396,3.4,8.1,.415,0.4,1.4,.286,1.4,1.6,.875,1.0,5.5,6.5,2.0,1.4,0.2,1.8,12.3,110,113
Juan Toscano-Anderson\toscaju01,SG,26,GSW,13,6,5.1,11.1,.460,1.4,4.0,.348,3.7,7.0,.525,0.5,0.9,.600,1.6,7.6,9.1,4.6,2.3,0.9,2.8,12.1,98,112
Karl-Anthony Towns\townska01,C,24,MIN,35,35,12.4,24.3,.508,4.5,10.8,.412,7.9,13.5,.586,7.0,8.8,.796,3.7,11.1,14.8,6.0,1.3,1.6,4.3,36.2,121,110
Gary Trent Jr.\trentga02,SF,21,POR,61,8,7.0,15.8,.444,4.0,9.6,.418,3.0,6.2,.486,1.3,1.6,.822,0.9,2.7,3.6,2.2,1.7,0.6,0.8,19.4,121,117
Allonzo Trier\trieral01,SG,24,NYK,24,1,8.5,17.7,.481,3.2,8.9,.358,5.4,8.9,.604,5.7,7.2,.791,1.0,3.8,4.9,4.7,0.5,0.7,3.7,25.9,115,118
P.J. Tucker\tuckepj01,PF,34,HOU,72,72,3.3,8.0,.415,2.0,5.6,.358,1.3,2.4,.551,0.7,0.9,.813,2.1,6.8,8.9,2.2,1.4,0.7,1.4,9.4,114,111
Rayjon Tucker\tuckera01,SG,22,UTA,20,0,6.0,13.0,.465,0.9,5.1,.176,5.1,7.9,.654,5.7,7.0,.826,0.9,5.1,6.0,1.5,0.3,0.3,2.4,18.7,109,114
Evan Turner\turneev01,SG,31,ATL,19,0,4.6,12.4,.373,0.0,0.9,.000,4.6,11.5,.403,2.2,2.6,.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,11.5,84,115
Myles Turner\turnemy01,C,23,IND,62,62,7.1,15.6,.457,2.3,6.6,.344,4.8,9.0,.540,3.4,4.5,.751,2.3,8.5,10.8,1.9,1.2,3.5,2.3,19.9,108,105
Jarrod Uthoff\uthofja01,PF,26,TOT,7,0,6.2,15.9,.389,2.6,7.9,.333,3.5,7.9,.444,1.8,1.8,1.000,1.8,3.5,5.3,0.0,0.9,0.0,0.0,16.8,105,119
Jarrod Uthoff\uthofja01,PF,26,MEM,4,0,3.3,23.3,.143,0.0,13.3,.000,3.3,10.0,.333,6.7,6.7,1.000,3.3,0.0,3.3,0.0,3.3,0.0,0.0,13.3,67,112
Jarrod Uthoff\uthofja01,PF,26,WAS,3,0,7.2,13.2,.545,3.6,6.0,.600,3.6,7.2,.500,0.0,0.0,,1.2,4.8,6.0,0.0,0.0,0.0,0.0,18.0,135,121
Jonas Valančiūnas\valanjo01,C,27,MEM,70,70,10.9,18.7,.585,0.8,2.3,.352,10.1,16.4,.617,3.7,5.1,.740,5.4,14.6,19.9,3.3,0.8,1.9,3.2,26.4,120,107
Denzel Valentine\valende01,SF,26,CHI,36,5,9.6,23.4,.409,4.5,13.5,.336,5.0,9.9,.510,0.6,0.8,.750,0.9,6.4,7.3,4.2,2.6,0.6,2.6,24.3,100,109
Jarred Vanderbilt\vandeja01,PF,20,TOT,11,0,5.3,8.5,.625,0.0,1.1,.000,5.3,7.5,.714,2.1,2.1,1.000,3.2,6.4,9.6,2.1,3.2,1.1,7.5,12.8,81,108
Jarred Vanderbilt\vandeja01,PF,20,DEN,9,0,6.0,8.4,.714,0.0,0.0,,6.0,8.4,.714,0.0,0.0,,3.6,6.0,9.6,2.4,3.6,1.2,8.4,12.1,77,107
Jarred Vanderbilt\vandeja01,PF,20,MIN,2,0,0.0,9.3,.000,0.0,9.3,.000,0.0,0.0,,18.6,18.6,1.000,0.0,9.3,9.3,0.0,0.0,0.0,0.0,18.6,124,116
Fred VanVleet\vanvlfr01,SG,25,TOR,54,54,7.9,19.1,.413,3.6,9.2,.390,4.3,9.8,.434,4.1,4.9,.848,0.4,4.6,5.0,8.8,2.5,0.4,3.0,23.5,113,106
Gabe Vincent\vincega01,PG,23,MIA,9,0,4.7,21.8,.216,3.5,15.9,.222,1.2,5.9,.200,0.0,0.0,,0.0,2.9,2.9,3.5,2.9,0.0,0.6,12.9,70,110
Noah Vonleh\vonleno01,C,24,TOT,36,1,6.4,11.4,.565,0.4,1.9,.200,6.1,9.5,.636,3.1,4.0,.781,4.6,10.8,15.3,3.5,1.4,0.7,2.6,16.3,121,111
Noah Vonleh\vonleno01,C,24,MIN,29,1,6.3,11.5,.547,0.3,1.9,.143,6.0,9.6,.625,3.1,3.7,.821,4.5,11.0,15.5,3.5,1.5,0.8,2.5,15.9,119,111
Noah Vonleh\vonleno01,C,24,DEN,7,0,8.2,9.9,.833,1.6,1.6,1.000,6.6,8.2,.800,3.3,6.6,.500,4.9,8.2,13.2,3.3,0.0,0.0,3.3,21.4,136,115
Nikola Vučević\vucevni01,C,29,ORL,62,62,12.0,25.2,.477,2.4,7.0,.339,9.6,18.1,.531,3.2,4.1,.784,3.4,13.0,16.4,5.4,1.3,1.1,2.1,29.6,114,107
Dean Wade\wadede01,PF,23,CLE,12,0,6.2,8.9,.692,1.4,2.7,.500,4.8,6.2,.778,0.0,0.7,.000,2.1,11.0,13.0,1.4,1.4,2.7,2.1,13.7,122,111
Moritz Wagner\wagnemo01,C,22,WAS,45,5,8.1,14.9,.545,1.4,4.5,.313,6.7,10.4,.645,4.4,5.3,.821,3.1,9.1,12.3,3.1,1.6,1.1,3.7,22.0,114,113
Dion Waiters\waitedi01,SG,28,TOT,10,0,9.5,22.9,.414,3.5,10.9,.319,6.0,12.0,.500,3.2,3.9,.824,0.5,5.1,5.5,4.6,0.9,1.4,3.7,25.6,98,110
Dion Waiters\waitedi01,SG,28,MIA,3,0,11.6,30.2,.385,9.3,19.8,.471,2.3,10.5,.222,0.0,1.2,.000,0.0,12.8,12.8,3.5,0.0,2.3,3.5,32.5,93,108
Dion Waiters\waitedi01,SG,28,LAL,7,0,8.9,21.0,.425,2.0,8.6,.233,6.9,12.4,.558,4.0,4.6,.875,0.6,3.2,3.7,4.9,1.2,1.2,3.7,23.9,99,110
Kemba Walker\walkeke02,PG,29,BOS,56,56,10.5,24.6,.425,5.0,13.1,.381,5.5,11.5,.476,5.8,6.7,.864,1.0,5.0,6.0,7.4,1.3,0.8,3.2,31.7,116,110
Lonnie Walker\walkelo01,SG,21,SAS,61,12,7.4,17.3,.426,2.0,4.9,.406,5.4,12.4,.434,2.1,3.0,.721,1.1,5.6,6.7,3.3,1.5,0.7,2.1,18.8,100,115
Tyrone Wallace\wallaty01,SG,25,ATL,14,0,4.1,12.8,.318,0.3,4.4,.067,3.8,8.4,.448,3.2,5.0,.647,0.9,5.5,6.4,3.8,2.0,0.3,2.9,11.6,80,115
Derrick Walton\waltode01,PG,24,TOT,26,1,3.4,7.5,.462,1.9,4.6,.417,1.5,2.9,.533,1.3,1.7,.778,0.4,2.7,3.1,5.2,1.3,0.0,1.0,10.1,131,112
Derrick Walton\waltode01,PG,24,LAC,23,1,3.6,7.7,.472,1.9,4.5,.429,1.7,3.2,.533,1.5,1.9,.778,0.4,2.8,3.2,4.7,0.9,0.0,0.9,10.6,133,113
Derrick Walton\waltode01,PG,24,DET,3,0,1.9,5.7,.333,1.9,5.7,.333,0.0,0.0,,0.0,0.0,,0.0,1.9,1.9,9.5,5.7,0.0,1.9,5.7,117,107
Brad Wanamaker\wanambr01,PG,30,BOS,71,1,5.7,12.8,.448,1.3,3.6,.363,4.4,9.2,.481,4.4,4.8,.926,0.8,4.3,5.1,6.3,2.2,0.5,2.7,17.2,115,109
T.J. Warren\warretj01,SF,26,IND,67,67,11.8,22.0,.536,2.0,5.0,.403,9.8,17.0,.575,3.7,4.5,.819,1.5,4.7,6.2,2.2,1.7,0.7,1.9,29.2,116,110
P.J. Washington\washipj01,PF,21,CHO,58,57,7.6,16.8,.455,2.4,6.6,.374,5.2,10.2,.507,2.5,3.9,.647,1.7,7.3,9.0,3.5,1.5,1.3,2.6,20.2,105,112
Yuta Watanabe\watanyu01,SF,25,MEM,18,0,6.7,15.1,.441,1.3,3.6,.375,5.3,11.6,.462,1.3,3.6,.375,3.1,5.8,8.9,2.2,2.2,0.4,0.9,16.0,105,110
Tremont Waters\watertr01,PG,22,BOS,11,1,5.7,19.9,.286,1.6,9.7,.167,4.1,10.1,.400,3.2,3.2,1.000,0.0,4.9,4.9,6.5,4.1,0.8,6.1,16.2,73,103
Paul Watson\watsopa01,SF,25,TOT,10,0,5.4,14.2,.385,2.2,6.5,.333,3.3,7.6,.429,3.8,4.9,.778,1.1,8.2,9.3,4.4,2.2,0.5,1.6,16.9,106,106
Paul Watson\watsopa01,SF,25,ATL,2,0,0.0,19.2,.000,0.0,8.2,.000,0.0,11.0,.000,0.0,0.0,,0.0,5.5,5.5,8.2,2.7,0.0,0.0,0.0,27,114
Paul Watson\watsopa01,SF,25,TOR,8,0,6.8,12.9,.526,2.7,6.1,.444,4.1,6.8,.600,4.8,6.1,.778,1.4,8.8,10.2,3.4,2.0,0.7,2.0,21.1,127,104
Quinndary Weatherspoon\weathqu01,SG,23,SAS,11,0,3.1,10.4,.294,0.6,3.1,.200,2.5,7.4,.333,0.6,1.2,.500,0.6,3.7,4.3,6.7,1.8,0.6,3.1,7.4,77,115
Russell Westbrook\westbru01,PG,31,HOU,57,57,13.6,28.9,.472,1.2,4.8,.258,12.4,24.1,.514,6.5,8.6,.763,2.3,7.9,10.2,9.1,2.1,0.5,5.8,35.1,106,109
Coby White\whiteco01,PG,19,CHI,65,1,9.0,22.8,.394,3.8,10.8,.354,5.2,12.0,.430,2.9,3.7,.791,0.8,5.8,6.6,5.0,1.4,0.2,3.1,24.7,100,112
Derrick White\whitede01,SG,25,SAS,68,20,7.2,15.7,.458,2.3,6.2,.366,5.0,9.6,.518,5.1,6.0,.853,1.0,5.4,6.4,6.9,1.3,1.7,2.5,21.8,118,114
Hassan Whiteside\whiteha01,C,30,POR,67,61,10.3,16.7,.621,0.1,0.2,.571,10.3,16.5,.622,3.9,5.7,.686,6.1,15.4,21.5,1.9,0.6,4.7,2.8,24.7,125,107
Andrew Wiggins\wiggian01,SF,24,TOT,54,54,11.0,24.6,.447,2.8,8.4,.332,8.2,16.2,.506,4.8,6.7,.709,1.7,5.2,6.9,5.0,1.1,1.3,3.3,29.6,105,114
Andrew Wiggins\wiggian01,SF,24,MIN,42,42,11.2,25.2,.444,2.9,8.8,.331,8.3,16.4,.505,4.8,6.6,.720,1.5,5.5,7.0,4.9,0.9,1.1,3.4,30.1,104,115
Andrew Wiggins\wiggian01,SF,24,GSW,12,12,10.2,22.3,.457,2.4,7.0,.339,7.8,15.3,.512,4.9,7.2,.672,2.1,4.4,6.5,5.1,1.9,2.0,3.0,27.7,106,113
Grant Williams\willigr01,PF,21,BOS,69,5,4.0,9.8,.412,1.1,4.4,.250,2.9,5.3,.548,1.8,2.5,.722,2.7,5.5,8.2,3.1,1.4,1.7,2.3,11.0,104,108
Johnathan Williams\willijo04,PF,24,WAS,15,6,4.9,8.8,.559,0.0,0.5,.000,4.9,8.3,.594,1.8,3.4,.538,6.2,10.4,16.6,2.1,0.3,2.1,1.3,11.7,126,115
Kenrich Williams\willike04,PF,25,NOP,39,18,2.8,8.2,.347,1.4,5.4,.258,1.4,2.8,.520,0.5,1.4,.346,2.8,7.5,10.3,3.2,1.5,1.2,1.2,7.6,103,111
Lou Williams\willilo02,PG,33,LAC,65,8,9.9,23.7,.418,2.8,8.0,.352,7.1,15.7,.451,7.4,8.6,.861,0.8,4.3,5.1,9.3,1.1,0.3,4.6,30.1,109,111
Marvin Williams\willima02,PF,33,TOT,58,1,5.1,11.5,.446,2.4,6.7,.359,2.7,4.8,.568,2.1,2.5,.860,1.3,6.6,7.9,2.6,1.6,1.3,1.4,14.8,116,110
Marvin Williams\willima02,PF,33,CHO,41,1,5.8,13.0,.448,2.7,7.3,.376,3.1,5.8,.538,2.7,3.1,.860,0.9,5.8,6.8,2.5,1.6,1.4,1.6,17.1,115,113
Marvin Williams\willima02,PF,33,MIL,17,0,3.6,8.1,.439,1.7,5.5,.308,1.8,2.6,.722,0.9,1.0,.857,2.1,8.4,10.5,2.7,1.4,1.1,1.1,9.7,119,103
Robert Williams\williro04,C,22,BOS,29,1,8.0,10.9,.727,0.0,0.0,,8.0,10.9,.727,2.7,4.2,.647,5.0,10.9,15.9,3.4,2.7,4.4,2.6,18.7,134,98
Nigel Williams-Goss\willini01,PG,25,UTA,10,0,4.9,15.6,.313,1.9,6.8,.286,2.9,8.8,.333,1.9,1.9,1.000,1.9,3.9,5.8,5.8,2.9,1.0,2.9,13.6,92,108
Zion Williamson\willizi01,PF,19,NOP,24,24,14.5,24.9,.583,0.4,1.0,.429,14.1,24.0,.590,7.9,12.3,.640,4.4,6.0,10.4,3.5,1.1,0.6,4.1,37.4,115,114
D.J. Wilson\wilsodj01,PF,23,MIL,37,1,6.5,16.6,.394,2.3,9.2,.247,4.3,7.4,.576,1.4,2.3,.611,1.5,10.1,11.6,3.1,0.4,0.6,2.4,16.7,94,105
Justise Winslow\winslju01,SG,23,MIA,11,5,6.9,17.9,.388,0.8,3.7,.222,6.1,14.1,.431,2.5,3.7,.667,2.2,7.9,10.1,6.1,1.0,0.7,3.3,17.2,93,111
